image_path,root_mask_path,shoot_mask_path,seed_mask_path
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/002_43-19-ROOT1-2023-08-08_pvd_OD001_Col0_01-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/002_43-19-ROOT1-2023-08-08_pvd_OD001_Col0_01-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/002_43-19-ROOT1-2023-08-08_pvd_OD001_Col0_01-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/002_43-19-ROOT1-2023-08-08_pvd_OD001_Col0_01-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/002_43-6-ROOT1-2023-08-08_pvd_OD001_Col0_01-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/002_43-6-ROOT1-2023-08-08_pvd_OD001_Col0_01-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/002_43-6-ROOT1-2023-08-08_pvd_OD001_Col0_01-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/002_43-6-ROOT1-2023-08-08_pvd_OD001_Col0_01-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/003_43-18-ROOT1-2023-08-08_pvdCherry_OD01_f6h1_01-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/003_43-18-ROOT1-2023-08-08_pvdCherry_OD01_f6h1_01-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/003_43-18-ROOT1-2023-08-08_pvdCherry_OD01_f6h1_01-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/003_43-18-ROOT1-2023-08-08_pvdCherry_OD01_f6h1_01-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/003_43-6-ROOT1-2023-08-08_pvd_OD0001_f6h1_03-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/003_43-6-ROOT1-2023-08-08_pvd_OD0001_f6h1_03-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/003_43-6-ROOT1-2023-08-08_pvd_OD0001_f6h1_03-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/003_43-6-ROOT1-2023-08-08_pvd_OD0001_f6h1_03-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/004_43-11-ROOT1-2023-08-08_pvdCherry_OD0001_f6h1_03-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/004_43-11-ROOT1-2023-08-08_pvdCherry_OD0001_f6h1_03-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/004_43-11-ROOT1-2023-08-08_pvdCherry_OD0001_f6h1_03-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/004_43-11-ROOT1-2023-08-08_pvdCherry_OD0001_f6h1_03-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/004_43-17-ROOT1-2023-08-08_pvd_OD001_f6h1_04-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/004_43-17-ROOT1-2023-08-08_pvd_OD001_f6h1_04-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/004_43-17-ROOT1-2023-08-08_pvd_OD001_f6h1_04-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/004_43-17-ROOT1-2023-08-08_pvd_OD001_f6h1_04-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/005_43-18-ROOT1-2023-08-08_pvd_OD001_Col0_05-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/005_43-18-ROOT1-2023-08-08_pvd_OD001_Col0_05-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/005_43-18-ROOT1-2023-08-08_pvd_OD001_Col0_05-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/005_43-18-ROOT1-2023-08-08_pvd_OD001_Col0_05-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/005_43-2-ROOT1-2023-08-08_control_pH7_-Fe+B_col0_04-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/005_43-2-ROOT1-2023-08-08_control_pH7_-Fe+B_col0_04-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/005_43-2-ROOT1-2023-08-08_control_pH7_-Fe+B_col0_04-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/005_43-2-ROOT1-2023-08-08_control_pH7_-Fe+B_col0_04-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/006_43-17-ROOT1-2023-08-08_mock_pH5_f6h1_02-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/006_43-17-ROOT1-2023-08-08_mock_pH5_f6h1_02-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/006_43-17-ROOT1-2023-08-08_mock_pH5_f6h1_02-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/006_43-17-ROOT1-2023-08-08_mock_pH5_f6h1_02-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/006_43-6-ROOT1-2023-08-08_pvdCherry_OD001_Col0_01-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/006_43-6-ROOT1-2023-08-08_pvdCherry_OD001_Col0_01-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/006_43-6-ROOT1-2023-08-08_pvdCherry_OD001_Col0_01-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/006_43-6-ROOT1-2023-08-08_pvdCherry_OD001_Col0_01-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/007_43-18-ROOT1-2023-08-08_pvdCherry_OD001_Col0_05-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/007_43-18-ROOT1-2023-08-08_pvdCherry_OD001_Col0_05-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/007_43-18-ROOT1-2023-08-08_pvdCherry_OD001_Col0_05-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/007_43-18-ROOT1-2023-08-08_pvdCherry_OD001_Col0_05-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/007_43-6-ROOT1-2023-08-08_mock_pH5_f6h1_02-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/007_43-6-ROOT1-2023-08-08_mock_pH5_f6h1_02-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/007_43-6-ROOT1-2023-08-08_mock_pH5_f6h1_02-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/007_43-6-ROOT1-2023-08-08_mock_pH5_f6h1_02-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/008_43-17-ROOT1-2023-08-08_pvdCherry_OD001_Col0_01-Fish Eye Corrected.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/008_43-2-ROOT1-2023-08-08_control_pH7_-Fe+B_col0_03-Fish Eye Corrected.png,FALSE,FALSE,FALSE
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/009_43-17-ROOT1-2023-08-08_pvd_OD001_Col0_05-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/009_43-17-ROOT1-2023-08-08_pvd_OD001_Col0_05-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/009_43-17-ROOT1-2023-08-08_pvd_OD001_Col0_05-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/009_43-17-ROOT1-2023-08-08_pvd_OD001_Col0_05-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/009_43-2-ROOT1-2023-08-08_pvdCherry_OD0001_f6h1_01-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/009_43-2-ROOT1-2023-08-08_pvdCherry_OD0001_f6h1_01-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/009_43-2-ROOT1-2023-08-08_pvdCherry_OD0001_f6h1_01-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/009_43-2-ROOT1-2023-08-08_pvdCherry_OD0001_f6h1_01-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/010_43-18-ROOT1-2023-08-08_pvd_OD001_f6h1_04-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/010_43-18-ROOT1-2023-08-08_pvd_OD001_f6h1_04-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/010_43-18-ROOT1-2023-08-08_pvd_OD001_f6h1_04-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/010_43-18-ROOT1-2023-08-08_pvd_OD001_f6h1_04-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/010_43-2-ROOT1-2023-08-08_pvdCherry_OD0001_Col0_03-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/010_43-2-ROOT1-2023-08-08_pvdCherry_OD0001_Col0_03-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/010_43-2-ROOT1-2023-08-08_pvdCherry_OD0001_Col0_03-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/010_43-2-ROOT1-2023-08-08_pvdCherry_OD0001_Col0_03-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/011_43-1-ROOT1-2023-08-08_pvdCherry_OD0001_f6h1_04-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/011_43-1-ROOT1-2023-08-08_pvdCherry_OD0001_f6h1_04-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/011_43-1-ROOT1-2023-08-08_pvdCherry_OD0001_f6h1_04-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/011_43-1-ROOT1-2023-08-08_pvdCherry_OD0001_f6h1_04-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/011_43-18-ROOT1-2023-08-08_pvdCherry_OD001_Col0_02-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/011_43-18-ROOT1-2023-08-08_pvdCherry_OD001_Col0_02-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/011_43-18-ROOT1-2023-08-08_pvdCherry_OD001_Col0_02-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/011_43-18-ROOT1-2023-08-08_pvdCherry_OD001_Col0_02-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/012_43-17-ROOT1-2023-08-08_pvdCherry_OD001_f6h1_04-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/012_43-17-ROOT1-2023-08-08_pvdCherry_OD001_f6h1_04-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/012_43-17-ROOT1-2023-08-08_pvdCherry_OD001_f6h1_04-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/012_43-17-ROOT1-2023-08-08_pvdCherry_OD001_f6h1_04-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/012_43-2-ROOT1-2023-08-08_pvd_OD01_f6h1_04-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/012_43-2-ROOT1-2023-08-08_pvd_OD01_f6h1_04-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/012_43-2-ROOT1-2023-08-08_pvd_OD01_f6h1_04-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/012_43-2-ROOT1-2023-08-08_pvd_OD01_f6h1_04-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/013_43-18-ROOT1-2023-08-08_pvdCherry_OD01_f6h1_02-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/013_43-18-ROOT1-2023-08-08_pvdCherry_OD01_f6h1_02-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/013_43-18-ROOT1-2023-08-08_pvdCherry_OD01_f6h1_02-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/013_43-18-ROOT1-2023-08-08_pvdCherry_OD01_f6h1_02-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/013_43-6-ROOT1-2023-08-08_pvd_OD001_f6h1_01-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/013_43-6-ROOT1-2023-08-08_pvd_OD001_f6h1_01-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/013_43-6-ROOT1-2023-08-08_pvd_OD001_f6h1_01-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/013_43-6-ROOT1-2023-08-08_pvd_OD001_f6h1_01-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/014_43-18-ROOT1-2023-08-08_pvd_OD001_f6h1_03-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/014_43-18-ROOT1-2023-08-08_pvd_OD001_f6h1_03-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/014_43-18-ROOT1-2023-08-08_pvd_OD001_f6h1_03-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/014_43-18-ROOT1-2023-08-08_pvd_OD001_f6h1_03-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/014_43-2-ROOT1-2023-08-08_pvd_OD0001_f6h1_03-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/014_43-2-ROOT1-2023-08-08_pvd_OD0001_f6h1_03-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/014_43-2-ROOT1-2023-08-08_pvd_OD0001_f6h1_03-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/014_43-2-ROOT1-2023-08-08_pvd_OD0001_f6h1_03-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/015_43-1-ROOT1-2023-08-08_mock_pH5_f6h1_02-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/015_43-1-ROOT1-2023-08-08_mock_pH5_f6h1_02-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/015_43-1-ROOT1-2023-08-08_mock_pH5_f6h1_02-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/015_43-1-ROOT1-2023-08-08_mock_pH5_f6h1_02-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/015_43-18-ROOT1-2023-08-08_pvd_OD001_f6h1_02-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/015_43-18-ROOT1-2023-08-08_pvd_OD001_f6h1_02-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/015_43-18-ROOT1-2023-08-08_pvd_OD001_f6h1_02-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/015_43-18-ROOT1-2023-08-08_pvd_OD001_f6h1_02-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/016_43-1-ROOT1-2023-08-08_pvdCherry_OD0001_Col0_02-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/016_43-1-ROOT1-2023-08-08_pvdCherry_OD0001_Col0_02-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/016_43-1-ROOT1-2023-08-08_pvdCherry_OD0001_Col0_02-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/016_43-1-ROOT1-2023-08-08_pvdCherry_OD0001_Col0_02-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/016_43-18-ROOT1-2023-08-08_pvdCherry_OD001_f6h1_01-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/016_43-18-ROOT1-2023-08-08_pvdCherry_OD001_f6h1_01-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/016_43-18-ROOT1-2023-08-08_pvdCherry_OD001_f6h1_01-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/016_43-18-ROOT1-2023-08-08_pvdCherry_OD001_f6h1_01-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/017_43-11-ROOT1-2023-08-08_pvdCherry_OD0001_Col0_03-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/017_43-11-ROOT1-2023-08-08_pvdCherry_OD0001_Col0_03-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/017_43-11-ROOT1-2023-08-08_pvdCherry_OD0001_Col0_03-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/017_43-11-ROOT1-2023-08-08_pvdCherry_OD0001_Col0_03-Fish Eye Corrected_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/images/train/017_43-17-ROOT1-2023-08-08_pvd_OD001_Col0_03-Fish Eye Corrected.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/017_43-17-ROOT1-2023-08-08_pvd_OD001_Col0_03-Fish Eye Corrected_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/017_43-17-ROOT1-2023-08-08_pvd_OD001_Col0_03-Fish Eye Corrected_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_23/masks/017_43-17-ROOT1-2023-08-08_pvd_OD001_Col0_03-Fish Eye Corrected_seed_mask.tif
